Variável,Pontuação Total
0.0,4.0
0.050505050505050504,5.262626262626263
0.10101010101010101,6.525252525252525
0.15151515151515152,7.787878787878788
0.20202020202020202,9.05050505050505
0.25252525252525254,10.313131313131313
0.30303030303030304,11.575757575757576
0.35353535353535354,12.83838383838384
0.40404040404040403,14.1010101010101
0.45454545454545453,15.363636363636363
0.5050505050505051,16.626262626262626
0.5555555555555556,17.88888888888889
0.6060606060606061,19.151515151515152
0.6565656565656566,20.414141414141415
0.7070707070707071,21.67676767676768
0.7575757575757576,22.939393939393938
0.8080808080808081,24.2020202020202
0.8585858585858586,25.464646464646464
0.9090909090909091,26.727272727272727
0.9595959595959596,27.98989898989899
1.0101010101010102,29.252525252525253
1.0606060606060606,30.515151515151516
1.1111111111111112,31.77777777777778
1.1616161616161615,33.04040404040404
1.2121212121212122,34.303030303030305
1.2626262626262625,35.56565656565657
1.3131313131313131,36.82828282828283
1.3636363636363635,38.090909090909086
1.4141414141414141,39.35353535353536
1.4646464646464645,40.61616161616161
1.5151515151515151,41.878787878787875
1.5656565656565655,43.14141414141414
1.6161616161616161,44.4040404040404
1.6666666666666667,45.66666666666667
1.7171717171717171,46.92929292929293
1.7676767676767677,48.19191919191919
1.8181818181818181,49.45454545454545
1.8686868686868687,50.717171717171716
1.9191919191919191,51.97979797979798
1.9696969696969697,53.24242424242424
2.0202020202020203,54.505050505050505
2.0707070707070705,55.76767676767676
2.121212121212121,57.03030303030303
2.1717171717171717,58.292929292929294
2.2222222222222223,59.55555555555556
2.2727272727272725,60.81818181818181
2.323232323232323,62.080808080808076
2.3737373737373737,63.34343434343434
2.4242424242424243,64.60606060606061
2.474747474747475,65.86868686868686
2.525252525252525,67.13131313131314
2.5757575757575757,68.39393939393939
2.6262626262626263,69.65656565656566
2.676767676767677,70.91919191919192
2.727272727272727,72.18181818181817
2.7777777777777777,73.44444444444444
2.8282828282828283,74.70707070707071
2.878787878787879,75.96969696969697
2.929292929292929,77.23232323232322
2.9797979797979797,78.4949494949495
3.0303030303030303,79.75757575757575
3.080808080808081,81.02020202020202
3.131313131313131,82.28282828282828
3.1818181818181817,83.54545454545455
3.2323232323232323,84.8080808080808
3.282828282828283,86.07070707070707
3.3333333333333335,87.33333333333334
3.3838383838383836,88.59595959595958
3.4343434343434343,89.85858585858585
3.484848484848485,91.12121212121212
3.5353535353535355,92.38383838383838
3.5858585858585856,93.64646464646464
3.6363636363636362,94.9090909090909
3.686868686868687,96.17171717171718
3.7373737373737375,97.43434343434343
3.7878787878787876,98.69696969696969
3.8383838383838382,99.95959595959596
3.888888888888889,101.22222222222221
3.9393939393939394,102.48484848484848
3.9898989898989896,103.74747474747474
4.040404040404041,105.01010101010101
4.090909090909091,106.27272727272727
4.141414141414141,107.53535353535352
4.191919191919192,108.7979797979798
4.242424242424242,110.06060606060606
4.292929292929293,111.32323232323233
4.343434343434343,112.58585858585859
4.393939393939394,113.84848484848484
4.444444444444445,115.11111111111111
4.494949494949495,116.37373737373737
4.545454545454545,117.63636363636363
4.595959595959596,118.8989898989899
4.646464646464646,120.16161616161615
4.696969696969697,121.42424242424244
4.747474747474747,122.68686868686868
4.797979797979798,123.94949494949493
4.848484848484849,125.21212121212122
4.898989898989899,126.47474747474747
4.94949494949495,127.73737373737374
5.0,129.0
0.0,26.0
0.050505050505050504,26.151515151515152
0.10101010101010101,26.303030303030305
0.15151515151515152,26.454545454545453
0.20202020202020202,26.606060606060606
0.25252525252525254,26.757575757575758
0.30303030303030304,26.90909090909091
0.35353535353535354,27.060606060606062
0.40404040404040403,27.21212121212121
0.45454545454545453,27.363636363636363
0.5050505050505051,27.515151515151516
0.5555555555555556,27.666666666666668
0.6060606060606061,27.81818181818182
0.6565656565656566,27.96969696969697
0.7070707070707071,28.12121212121212
0.7575757575757576,28.272727272727273
0.8080808080808081,28.424242424242426
0.8585858585858586,28.575757575757574
0.9090909090909091,28.727272727272727
0.9595959595959596,28.87878787878788
1.0101010101010102,29.03030303030303
1.0606060606060606,29.18181818181818
1.1111111111111112,29.333333333333332
1.1616161616161615,29.484848484848484
1.2121212121212122,29.636363636363637
1.2626262626262625,29.78787878787879
1.3131313131313131,29.939393939393938
1.3636363636363635,30.09090909090909
1.4141414141414141,30.242424242424242
1.4646464646464645,30.393939393939394
1.5151515151515151,30.545454545454547
1.5656565656565655,30.696969696969695
1.6161616161616161,30.848484848484848
1.6666666666666667,31.0
1.7171717171717171,31.151515151515152
1.7676767676767677,31.303030303030305
1.8181818181818181,31.454545454545453
1.8686868686868687,31.606060606060606
1.9191919191919191,31.757575757575758
1.9696969696969697,31.90909090909091
2.0202020202020203,32.06060606060606
2.0707070707070705,32.21212121212121
2.121212121212121,32.36363636363636
2.1717171717171717,32.515151515151516
2.2222222222222223,32.66666666666667
2.2727272727272725,32.81818181818181
2.323232323232323,32.96969696969697
2.3737373737373737,33.121212121212125
2.4242424242424243,33.27272727272727
2.474747474747475,33.42424242424242
2.525252525252525,33.57575757575758
2.5757575757575757,33.72727272727273
2.6262626262626263,33.878787878787875
2.676767676767677,34.03030303030303
2.727272727272727,34.18181818181818
2.7777777777777777,34.33333333333333
2.8282828282828283,34.484848484848484
2.878787878787879,34.63636363636364
2.929292929292929,34.78787878787879
2.9797979797979797,34.93939393939394
3.0303030303030303,35.09090909090909
3.080808080808081,35.24242424242424
3.131313131313131,35.39393939393939
3.1818181818181817,35.54545454545455
3.2323232323232323,35.696969696969695
3.282828282828283,35.848484848484844
3.3333333333333335,36.0
3.3838383838383836,36.15151515151515
3.4343434343434343,36.303030303030305
3.484848484848485,36.45454545454545
3.5353535353535355,36.60606060606061
3.5858585858585856,36.75757575757576
3.6363636363636362,36.90909090909091
3.686868686868687,37.06060606060606
3.7373737373737375,37.21212121212121
3.7878787878787876,37.36363636363636
3.8383838383838382,37.515151515151516
3.888888888888889,37.666666666666664
3.9393939393939394,37.81818181818182
3.9898989898989896,37.96969696969697
4.040404040404041,38.121212121212125
4.090909090909091,38.27272727272727
4.141414141414141,38.42424242424242
4.191919191919192,38.57575757575758
4.242424242424242,38.72727272727273
4.292929292929293,38.878787878787875
4.343434343434343,39.03030303030303
4.393939393939394,39.18181818181818
4.444444444444445,39.333333333333336
4.494949494949495,39.484848484848484
4.545454545454545,39.63636363636363
4.595959595959596,39.78787878787879
4.646464646464646,39.93939393939394
4.696969696969697,40.09090909090909
4.747474747474747,40.24242424242424
4.797979797979798,40.39393939393939
4.848484848484849,40.54545454545455
4.898989898989899,40.696969696969695
4.94949494949495,40.84848484848485
5.0,41.0
0.0,28.0
0.050505050505050504,28.050505050505052
0.10101010101010101,28.1010101010101
0.15151515151515152,28.151515151515152
0.20202020202020202,28.2020202020202
0.25252525252525254,28.252525252525253
0.30303030303030304,28.303030303030305
0.35353535353535354,28.353535353535353
0.40404040404040403,28.404040404040405
0.45454545454545453,28.454545454545453
0.5050505050505051,28.505050505050505
0.5555555555555556,28.555555555555557
0.6060606060606061,28.606060606060606
0.6565656565656566,28.656565656565657
0.7070707070707071,28.707070707070706
0.7575757575757576,28.757575757575758
0.8080808080808081,28.80808080808081
0.8585858585858586,28.858585858585858
0.9090909090909091,28.90909090909091
0.9595959595959596,28.95959595959596
1.0101010101010102,29.01010101010101
1.0606060606060606,29.060606060606062
1.1111111111111112,29.11111111111111
1.1616161616161615,29.161616161616163
1.2121212121212122,29.21212121212121
1.2626262626262625,29.262626262626263
1.3131313131313131,29.313131313131315
1.3636363636363635,29.363636363636363
1.4141414141414141,29.414141414141415
1.4646464646464645,29.464646464646464
1.5151515151515151,29.515151515151516
1.5656565656565655,29.565656565656564
1.6161616161616161,29.616161616161616
1.6666666666666667,29.666666666666668
1.7171717171717171,29.717171717171716
1.7676767676767677,29.767676767676768
1.8181818181818181,29.818181818181817
1.8686868686868687,29.86868686868687
1.9191919191919191,29.91919191919192
1.9696969696969697,29.96969696969697
2.0202020202020203,30.02020202020202
2.0707070707070705,30.07070707070707
2.121212121212121,30.12121212121212
2.1717171717171717,30.171717171717173
2.2222222222222223,30.22222222222222
2.2727272727272725,30.272727272727273
2.323232323232323,30.32323232323232
2.3737373737373737,30.373737373737374
2.4242424242424243,30.424242424242426
2.474747474747475,30.474747474747474
2.525252525252525,30.525252525252526
2.5757575757575757,30.575757575757574
2.6262626262626263,30.626262626262626
2.676767676767677,30.67676767676768
2.727272727272727,30.727272727272727
2.7777777777777777,30.77777777777778
2.8282828282828283,30.828282828282827
2.878787878787879,30.87878787878788
2.929292929292929,30.929292929292927
2.9797979797979797,30.97979797979798
3.0303030303030303,31.03030303030303
3.080808080808081,31.08080808080808
3.131313131313131,31.13131313131313
3.1818181818181817,31.18181818181818
3.2323232323232323,31.232323232323232
3.282828282828283,31.282828282828284
3.3333333333333335,31.333333333333332
3.3838383838383836,31.383838383838384
3.4343434343434343,31.434343434343432
3.484848484848485,31.484848484848484
3.5353535353535355,31.535353535353536
3.5858585858585856,31.585858585858585
3.6363636363636362,31.636363636363637
3.686868686868687,31.686868686868685
3.7373737373737375,31.737373737373737
3.7878787878787876,31.78787878787879
3.8383838383838382,31.838383838383837
3.888888888888889,31.88888888888889
3.9393939393939394,31.939393939393938
3.9898989898989896,31.98989898989899
4.040404040404041,32.04040404040404
4.090909090909091,32.09090909090909
4.141414141414141,32.14141414141414
4.191919191919192,32.19191919191919
4.242424242424242,32.24242424242424
4.292929292929293,32.292929292929294
4.343434343434343,32.343434343434346
4.393939393939394,32.39393939393939
4.444444444444445,32.44444444444444
4.494949494949495,32.494949494949495
4.545454545454545,32.54545454545455
4.595959595959596,32.5959595959596
4.646464646464646,32.64646464646464
4.696969696969697,32.696969696969695
4.747474747474747,32.74747474747475
4.797979797979798,32.7979797979798
4.848484848484849,32.84848484848485
4.898989898989899,32.898989898989896
4.94949494949495,32.94949494949495
5.0,33.0
1.0,29.0
1.0909090909090908,47.0
1.1818181818181819,47.0
1.2727272727272727,47.0
1.3636363636363638,47.0
1.4545454545454546,47.0
1.5454545454545454,47.0
1.6363636363636362,47.0
1.7272727272727273,47.0
1.8181818181818183,47.0
1.9090909090909092,47.0
2.0,47.0
2.090909090909091,47.0
2.1818181818181817,47.0
2.2727272727272725,47.0
2.3636363636363638,47.0
2.4545454545454546,47.0
2.5454545454545454,47.0
2.6363636363636367,47.0
2.7272727272727275,47.0
2.8181818181818183,47.0
2.909090909090909,47.0
3.0,44.0
3.090909090909091,44.0
3.1818181818181817,44.0
3.272727272727273,44.0
3.3636363636363638,44.0
3.4545454545454546,44.0
3.5454545454545454,44.0
3.6363636363636362,44.0
3.7272727272727275,44.0
3.8181818181818183,44.0
3.909090909090909,44.0
4.0,41.0
4.090909090909091,41.0
4.181818181818182,41.0
4.272727272727273,41.0
4.363636363636363,41.0
4.454545454545455,41.0
4.545454545454545,41.0
4.636363636363637,41.0
4.7272727272727275,41.0
4.818181818181818,41.0
4.909090909090909,41.0
5.0,39.0
5.090909090909091,39.0
5.181818181818182,39.0
5.2727272727272725,39.0
5.363636363636363,39.0
5.454545454545455,39.0
5.545454545454546,39.0
5.636363636363637,39.0
5.7272727272727275,39.0
5.818181818181818,39.0
5.909090909090909,39.0
6.0,37.0
6.090909090909091,37.0
6.181818181818182,37.0
6.2727272727272725,37.0
6.363636363636364,37.0
6.454545454545455,37.0
6.545454545454546,37.0
6.636363636363637,37.0
6.7272727272727275,37.0
6.818181818181818,37.0
6.909090909090909,37.0
7.0,35.0
7.090909090909091,35.0
7.181818181818182,35.0
7.2727272727272725,35.0
7.363636363636364,35.0
7.454545454545455,35.0
7.545454545454546,35.0
7.636363636363637,35.0
7.7272727272727275,35.0
7.818181818181818,35.0
7.909090909090909,35.0
8.0,33.0
8.09090909090909,33.0
8.181818181818182,33.0
8.272727272727273,33.0
8.363636363636363,33.0
8.454545454545455,33.0
8.545454545454547,33.0
8.636363636363637,33.0
8.727272727272727,33.0
8.818181818181818,33.0
8.90909090909091,33.0
9.0,31.0
9.090909090909092,31.0
9.181818181818182,31.0
9.272727272727273,31.0
9.363636363636363,31.0
9.454545454545455,31.0
9.545454545454545,31.0
9.636363636363637,31.0
9.727272727272727,31.0
9.818181818181818,31.0
9.90909090909091,31.0
10.0,30.0
